id	source	text	satisfaction	satisfaction_std	satisfaction_bucket	satisfaction_support	considerateness	considerateness_std	considerateness_bucket	considerateness_support	dedication	dedication_std	dedication_bucket	dedication_support	emotion	emotion_std	emotion_bucket	emotion_support
2402	ubuntu	How do I find the chipset details and install the appropriate drivers as the laptop gets heated upto 90 c	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
2403	trip_advisor	Essentially the *same* thing happened on the return flight... except this time they said they had absolutely no record of her ticket and forced us to buy another one.	1.5	0.7071067812	1	2	1.5	0.7071067812	1	2	2	0	2	2	4	0	4	2
2404	asapp	Please use the code to reset your two-factor authentication and log into your account.	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1.5	0.7071067812	2	2
2405	asapp	And to use cold water as soon as possible in case of stains.	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1.5	0.7071067812	2	2
2407	trip_advisor	EU Countries Official Emergency phone contact number> 112.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2408	twitter	sounds strange are you expecting a package by way of ups	2.333333333	0.5773502692	2	3	3	0	3	3	3	0	3	3	2	1	2	3
2409	trip_advisor	Also they did send me an email with an offer of a voucher to be redeemed on a future Thomas cook holiday (expires in 12 months) but as I am unable to do that I have asked them to send me a cheque which you are legally entitled to do.	2.5	0.7071067812	2	2	2.5	0.7071067812	2	2	2.5	0.7071067812	2	2	3.5	0.7071067812	4	2
2411	air_customer	I inform the staff member (Ms Ragdish) that i have no desire to check it, but will it be taken off me.	2.5	0.7071067812	2	2	2.5	0.7071067812	2	2	3.5	0.7071067812	4	2	3	0	3	2
2412	asapp	Okay I have changed the delivery time to be in the evening now instead.	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
2413	yahoo	The gang makes an attack on the First's army, aided by Willow, who performs a powerful spell to imbue all of the Potentials with Slayer powers.	3.333333333	0.5773502692	3	3	3	0	3	3	3	0	3	3	1.666666667	1.154700538	2	3
2414	trip_advisor	Our family of 5 went on vacation from Dallas to Fort Lauderdale during the last week of July 2012.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2415	ubuntu	I had to do one round of apt-get update && apt-get upgrade before the restricted drivers showed up	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
2417	twitter	how is it possible fast food can take 20 minutes to get to me	1.666666667	0.5773502692	2	3	2.333333333	0.5773502692	2	3	3	0	3	3	2.333333333	1.527525232	2	3
2418	trip_advisor	Voila -- no checked baggage, no carry-on baggage, no problems (and wear flip-flops on your feet).	4.5	0.7071067812	5	2	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	4	0	4	2
2419	airline	These forums are valuable only if you post recent and useful info.	3	0	3	2	2.5	0.7071067812	2	2	3	0	3	2	2	0	2	2
2420	airline	My partner and I bought two business class tickets to Belize from San Fransisco and discovered a week later that there were unauthorized charges on our credit card that added up to almost double of the original cost of the tickets.	2	0	2	2	3	0	3	2	2.5	0.7071067812	2	2	3	0	3	2
2421	github	json for all services for which a ruleset is available.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2422	trip_advisor	Customer services does not appear to be contactable by phone; they do not reply to letters.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	2.5	0.7071067812	3	2
2423	asapp	If the size doesn't show up then it is currently out of stock.	3	0	3	2	3	0	3	2	3	0	3	2	2	0	2	2
2424	asapp	This is a specific item correct and not a larger issue with everything?	3	0	3	2	2.5	0.7071067812	2	2	3	0	3	2	2	0	2	2
2425	yahoo	The downforce is created by aero devices which are basically inverted aeroplane wings, which push the car to the ground under speed.	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
2426	trip_advisor	Hi, I am having trouble finding out if arriving flights in Rome from the US arrive in Terminal 5 or is that just for departing flights?	2.5	0.7071067812	2	2	3.5	0.7071067812	4	2	3	0	3	2	1.5	0.7071067812	2	2
2427	yahoo	The pace for all of\nthese should be very, very slow.	3	0	3	3	3	0	3	3	3	0	3	3	1.666666667	1.154700538	2	3
2428	ubuntu	I came to find where windows caches and logs were and did it manually.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2429	air_customer	This is the first time I saw this practice for a standard, not special seat.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	2.5	0.7071067812	3	2
2430	yahoo	For normal, everyday sounds, the delay won't be more than maybe a few tenths of a second.	3	0	3	2	3	0	3	2	3	0	3	2	2	0	2	2
2431	airline	Does anyone know when are they going to open their schedule beyond March?	3	0	3	2	3	0	3	2	3	0	3	2	2	0	2	2
2432	air_customer	If they can not responsibly transport a dog, YOU are not safe on this Airline.	1.8	0.8366600265	2	5	2.2	0.4472135955	2	5	2	1	2	5	4	0.7071067812	4	5
2433	airline	I am totally confused with the regulations at this stage!	1.5	0.7071067812	1	2	2	0	2	2	2.5	0.7071067812	2	2	4	0	4	2
2434	asapp	As a guest member you will have to wait for the item to arrive then return it.	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1.5	0.7071067812	2	2
2435	asapp	I'm sorry but our algorithms change prices on a day-to-day basis on many different factors.	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	2.5	0.7071067812	3	2
2436	ubuntu	Don't suppose you know what the magic for scrolllock is (on the basis it ain't used for anything else)	3	0	3	2	3	0	3	2	3	0	3	2	2.5	0.7071067812	3	2
2437	ubuntu	i have a usb pointing device that does not work unless i unplu/plug it back in after start up.	2	0	2	3	3	0	3	3	3	0	3	3	2.333333333	1.527525232	2	3
2439	asapp	We offer free returns so I suggest you purchase them and try them out to see if you like the sizing.	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	2	0	2	2
2440	trip_advisor	I have just been pre booking my Mum disability assistance at LHR with BA and her special in flight meal.	3	0	3	2	3	0	3	2	3	0	3	2	2	0	2	2
2442	yahoo	\n\nBecause order matters, we're finding the number of permutations of size 2 that can be taken from a set of size 3.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2443	trip_advisor	She was sitting next to me and said that she would have been fired on the spot for such a landing!	2.5	0.7071067812	2	2	2.5	0.7071067812	2	2	2.5	0.7071067812	2	2	4	0	4	2
2444	trip_advisor	Hi, An interesting article today from USA today's travel section-- which is essentially an encapsulation of a larger, more detailed article written by the Wall Street Journal-- that discusses historical airfares and what people pay today as compared to 1995 levels.	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	2.5	0.7071067812	3	2
2445	airline	It will be our family's first experience flying overseas and I would like to be comfortable...	3	0	3	3	3.333333333	0.5773502692	3	3	3.333333333	0.5773502692	3	3	2	1	2	3
2446	air_customer	Does anyone know if there is a particular time of year when airlines tend to have good prices on airfare?	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1	0	1	2
2447	yahoo	\n\nIn 2000 Microsoft introduced a new unified framework for software development called .	3	0	3	3	3	0	3	3	3	0	3	3	1.666666667	1.154700538	2	3
2448	twitter	can you please stop making me update my xbox every couple of days i dont get many days off and i want to be able to play	1	0	1	2	2	0	2	2	2.5	0.7071067812	2	2	3.5	0.7071067812	4	2
2449	asapp	Unfortunately the event has ended today and the price has returned to normal.	3	1	3	3	3.333333333	0.5773502692	3	3	3	0	3	3	3	1	3	3
2450	twitter	12 it is pending super mario odyssey releases friday in recent experience i get a est delivery date days after a game is released if i 22 cannot be guaranteed i get it monday or tuesday i will likely cancel the order as best buy gets games to me the day or release	2.333333333	0.5773502692	2	3	3	0	3	3	2.666666667	1.154700538	3	3	2	1	2	3
2451	yahoo	Polamalu is almost guaranteed at least 2 interceptions against Palmer.	3	0	3	2	3	0	3	2	3	0	3	2	2	0	2	2
2452	yahoo	however, it is important to note that Tarantino is well known for announcing interest in projects that could never see the light of day, so there is no certainty that this will come about.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	2.5	0.7071067812	3	2
2453	twitter	we are pleased to hear we are able to welcoming you back on board so soon enjoy your weekend too	4	0	4	3	4.333333333	0.5773502692	4	3	4	1	4	3	3	2	3	3
2454	yahoo	Did you connect the ethernet cable from the cable/dsl modem to the \n    WAN port of the router?	3	0	3	3	3.333333333	0.5773502692	3	3	3	0	3	3	1.666666667	1.154700538	2	3
2455	twitter	not likely youve already caused me to miss 3 important meetings virginamerica neveragain are you going to make it right for all of us bos so far that has been said but no one is authorized to do anything	1	0	1	2	2	0	2	2	1	0	1	2	4.5	0.7071067812	5	2
2456	asapp	Refresh the page once for me and try to add an item.	3	0	3	2	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	1.5	0.7071067812	2	2
2457	trip_advisor	First Class is out of the question, but we would like to have more space for the long flight.	2.5	0.7071067812	2	2	2	0	2	2	3	0	3	2	2.5	0.7071067812	3	2
2458	ubuntu	there is a package for that, you could also run from their repository trunk... most likely, #ubuntu-server will be able to help you a lot	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	3	0	3	2	2	0	2	2
2459	twitter	hi there please send us a message dm and we will be happy to help	3	0	3	2	4	0	4	2	3.5	0.7071067812	4	2	3	0	3	2
2460	twitter	why is hulu without ads 1199 through the website but 1399 through itunes ive been trying to switch it over to the website billing and it wont let me update to ad	2	0	2	2	3	0	3	2	2.5	0.7071067812	2	2	2.5	0.7071067812	3	2
2461	asapp	I'm going to issue you an immediate refund (because we calue our Gold members so highly).	3.666666667	1.154700538	4	3	4.333333333	0.5773502692	4	3	4.333333333	0.5773502692	4	3	3	1	3	3
2462	trip_advisor	I normally fly from heathrow or stansted, so just wondering.	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	2	0	2	2
2463	ubuntu	please ask in #ubuntu+1 so they can help you either debug it or point you to where you can post on bug tracker	3.5	0.7071067812	4	2	3	0	3	2	3.5	0.7071067812	4	2	2	0	2	2
2464	trip_advisor	Very helpful lady promised to investigate and call back.	3.666666667	1.527525232	4	3	3.333333333	0.5773502692	3	3	3	0	3	3	2	1	2	3
2465	trip_advisor	Just was after an opinion of what people think I should do, or if it would be fine?	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
2466	yahoo	The moon missions of the 60's inspired an entire generation and helped to move many kids toward careers in science and engineering.	3.666666667	1.154700538	4	3	3.333333333	0.5773502692	3	3	3.333333333	0.5773502692	3	3	2.666666667	2.081665999	3	3
2467	trip_advisor	Hi,Also can you recommend somewhere I could get a cheap pair of earphones for the flight?	3	0	3	2	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	1.5	0.7071067812	2	2
2469	trip_advisor	We had to spend 7 hours there on our way back and as there is no left baggage facility at the airport and the Silverjet lounge didn't open until midday we couldn't get in to NY for the day which was our intention.	2	0	2	2	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2
2470	trip_advisor	My question is,The brand that I want doesn't have shop in duty free airport.	1.5	0.7071067812	1	2	3	0	3	2	3	0	3	2	2	0	2	2
2471	yahoo	\n\nI was about to pull my dating profile because I found I was meeting lots of people through offline methods.	2	0	2	2	3	0	3	2	2.5	0.7071067812	2	2	1.5	0.7071067812	2	2
2472	ubuntu	How can I get the machine to browse the network using the computer's name?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2473	github	this blocks users to use login command entirely with NPM 9.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
2474	air_customer	We'd like to be able to take advantage of using a credit card to accumulate miles to offset our air travel costs.	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	2	0	2	2
2475	airline	We have a trip scheduled to Madrid for November and we are flying with ryanair.The itinerary is thessaloniki-milan, milan-madrid and today I received an e-mail from ryanair informing me that the departure time from thessaloniki to milan has been changed.	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	2	0	2	2
2476	asapp	The item has not shipped out yet so we will remove this from your order and refund you.	2.666666667	0.5773502692	3	3	3.333333333	0.5773502692	3	3	3	1	3	3	1.333333333	0.5773502692	1	3
2477	trip_advisor	But remember the effects of timezone shifts and jetlag.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2478	trip_advisor	Where would I look to see if there were any such offers out there?	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1	0	1	2
2479	yahoo	It turns out that the temperature of the sun is a function of how deep into the sun you are, with the surface temperature being about 6000 Kelvins.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2480	trip_advisor	I totally agree that a person should dress respectful in terms of not revealing too much flesh but reasonable length shorts and trainers...what is the problem?	2.5	0.7071067812	2	2	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2
2481	ubuntu	And what happens if you give the command uname in a shell?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2482	ubuntu	I have WINE, but it tells me that there was a hardware or system error and that it was unrecoverable.	2	0	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
2483	asapp	I'm going to write a report up right away to let our team know so they can fix it.	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	4	0	4	2	1.5	0.7071067812	2	2
2484	twitter	we will be glad to take a look into this for you please message dm us the claim or mobile and carrier	3	0	3	2	4.5	0.7071067812	5	2	4.5	0.7071067812	5	2	2.5	0.7071067812	3	2
2485	yahoo	Since little children always found it playful to pull the tails of the dogs and this meant a potential danger to their lives, the owners cut their tails short.	3	0	3	2	3	0	3	2	3	0	3	2	2	0	2	2
2486	trip_advisor	Hi.for our honeymoon  and I've a couple of questions I can't find the answers to.	2	0	2	2	3	0	3	2	3	0	3	2	1	0	1	2
2487	trip_advisor	and from there we are going to Sydney with a short hop to LAX for the flight.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2488	ubuntu	I have downloaded the Flash Player but can't figure out how to get it to install.	2	0	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
2489	asapp	Do you remember what address the package is supposed to be shipped to	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2490	trip_advisor	In sorting it out yesterday we decided to make the most of stopping in New York and as such we have such a long break between flights we will be able to take a trip into Manhattan while we're there.	3.5	0.7071067812	4	2	3	0	3	2	3	0	3	2	1	0	1	2
2491	trip_advisor	If I would pay the extra flexibility fee, the latter fee for changing the ticket remains the same, but in addition I can cancel the ticket and pay "only" $275.	2.333333333	1.154700538	2	3	2.666666667	0.5773502692	3	3	3	1	3	3	2.333333333	1.527525232	2	3
2492	trip_advisor	huge overbook and again asking for volunteers, at least no aircraft downgrade.	1.5	0.7071067812	1	2	2.5	0.7071067812	2	2	2.5	0.7071067812	2	2	2.5	0.7071067812	3	2
2493	ubuntu	The second is keyed login: http://realprogrammers.com/how_to/sftp_and_scp.html	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2494	airline	Anyway, earlier this year a friend of mine wanted my advice on what suitcase to buy.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2495	asapp	Can you please try clearing out your cookies and seeing if that works.	2.5	0.7071067812	2	2	3.5	0.7071067812	4	2	3	0	3	2	2	0	2	2
2496	ubuntu	I don't know much about that, but I suspect it is being set to something that is not compatibl with libc.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
2497	asapp	Is there anything else I can help with while we're here?	3.5	0.7071067812	4	2	4	0	4	2	3.5	0.7071067812	4	2	1.5	0.7071067812	2	2
2498	twitter	how the heck is that possible it is a card issued by yall	1.5	0.7071067812	1	2	1.5	0.7071067812	1	2	2.5	0.7071067812	2	2	4	0	4	2
2499	trip_advisor	We are going to Mexico next week with an international flight (U.S. airline) and then an interior flight (Mexican airline).	3.5	0.7071067812	4	2	3	0	3	2	3	0	3	2	1	0	1	2
2500	airline	I am trying to find an affordable holiday to take over Christmas/New Years break as I am going to be on forced annual leave due to business closure.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	2.5	0.7071067812	3	2
2501	airline	My parents are thinking of a trip to see family in the UK.	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
2502	trip_advisor	I'm a KrisFlyer member so I was looking at LH/OS flights.	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1	0	1	2
2503	trip_advisor	While on the AirTran website tonight, I noticed that one of the flights I had booked some time ago was no longer available.	2	0	2	2	3	0	3	2	2.5	0.7071067812	2	2	1.5	0.7071067812	2	2
2504	trip_advisor	Hello,  All online search engines I know require a that destination be put in in order to search and Thanks!	3.5	0.7071067812	4	2	4	0	4	2	3	0	3	2	2	0	2	2
2505	asapp	I can tell you the jacket has optimal insulation so you retain a lot of body heat and it's wind proof.	4	0	4	2	3	0	3	2	4	0	4	2	2	0	2	2
2506	twitter	hi just checked i did have it set to a fixed amount so that is on me amp i have changed it i do think an automated email might help when	2.5	0.7071067812	2	2	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	2.5	0.7071067812	3	2
2507	airline	My bag was supposed to be checked through to the Catania,and it was always going to go through the secure dogana area where it would be scanned, but the bag went missing in Rome so I was not with the bag when it was scanned.	2	0	2	2	3	0	3	2	2.5	0.7071067812	2	2	1.5	0.7071067812	2	2
2508	yahoo	However, Mark Twain had a point when he said "The coldest Winter I ever spent was Summer in San Francisco."	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
2509	ubuntu	My flash player works for a number of times on firefox (for example, I watch a number of videos), but then after I change sites and come back, there is a possiblity that it won't work again and I'd have to restart my computer to bring it back to working order.	2	0	2	2	3	0	3	2	2.5	0.7071067812	2	2	2	0	2	2
2510	asapp	Mr. Williams since your order has taken so long I'd like to send a new one out to you.	3.5	0.7071067812	4	2	4.5	0.7071067812	5	2	4.5	0.7071067812	5	2	2.5	0.7071067812	3	2
2511	trip_advisor	We both have about 12K miles on our United miles accounts.	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1	0	1	2
2515	yahoo	\n\n2) Beginners are often given the most difficult teaching assignments.	3	0	3	2	3	0	3	2	3	0	3	2	2	0	2	2
2516	twitter	por favor puedo hablar con alguien en espaol no hablo ingls	3	0	3	2	3	0	3	2	3	0	3	2	3	0	3	2
2517	ubuntu	hey guys I installed libopenal0a for a video game,  and now my sound wont work.	2	0	2	2	3.5	0.7071067812	4	2	3	0	3	2	2	0	2	2
2519	asapp	I'm going to create a new password for you so you can access your account.	3	0	3	2	4	0	4	2	4	0	4	2	1.5	0.7071067812	2	2
2521	airline	I would like to know if they used the planes that have the overhead tv screens on your own individual back seat tv.	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1	0	1	2
2522	trip_advisor	Babies R Us website doesnt list if any are FAA approved or not.	2	0	2	2	3	0	3	2	2.5	0.7071067812	2	2	1	0	1	2
2523	github	But it's not consistent across all IAM functions and it should be.	2	0	2	2	3	0	3	2	2.5	0.7071067812	2	2	2	0	2	2
2524	github	So_ I have tried the below command to check whether the credentials configure or not.	2	0	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
2525	asapp	Your payment for $55 has been made and your account is active!	3.5	0.7071067812	4	2	3	0	3	2	3.5	0.7071067812	4	2	1.5	0.7071067812	2	2
2526	airline	I'm not sure how strong the possibility is that the route might not start on time....	2.5	0.7071067812	2	2	3	0	3	2	2.5	0.7071067812	2	2	1.5	0.7071067812	2	2
2527	ubuntu	Linux is crashing for me, and I want to verify that this is a hardware issue so that I can call IBM.	2	0	2	2	3	0	3	2	2.5	0.7071067812	2	2	2	0	2	2
2528	yahoo	\nDampen a lint-free cloth with a diluted solution of dishwashing liquid and water to wipe down the keys.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2529	trip_advisor	From reading a lot of information online it seems that because I am travelling on two budget airlines I have to clear immigration, then wait on the "outside" of the airport until the counter for my flight open... likely 3 hours before my flight at 9pm.	1.5	0.7071067812	1	2	3	0	3	2	2.5	0.7071067812	2	2	3	0	3	2
2530	yahoo	Tarantino's idea is an excellent one, and in tune with the ambitious nature of the Kill Bill project itself.	4	0	4	2	3	0	3	2	3.5	0.7071067812	4	2	2	0	2	2
2531	github	However_ in my testing for the us east 1 region alone (of only a handful tested)_ you can call this command repeatedly on buckets that exist and no exception is ever thrown.	3	1	3	3	3	0	3	3	3	0	3	3	1.333333333	0.5773502692	1	3
2532	twitter	can you tell me why the pumpkin my flat bought from you yesterday put maggots all over our kitchen table	1	0	1	2	2.5	0.7071067812	2	2	2.5	0.7071067812	2	2	3	0	3	2
2533	air_customer	If you try to emulate his failed baggage policy, could I implore you to try and at least aim for his successful on time policy?	1.333333333	0.5773502692	1	3	2	1.732050808	2	3	1.666666667	1.154700538	2	3	3	1	3	3
2534	ubuntu	metal in file browser go to home and then change settings to show hidden files...or maybe press ctrl+h	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2535	air_customer	Repeated e-mails went unanswered; telephone numbers proved invalid.	1.666666667	0.5773502692	2	3	3	0	3	3	2.333333333	1.154700538	2	3	2	1	2	3
2536	twitter	oh no we would like to look into our available options with you please reach us here	3	0	3	3	4.333333333	0.5773502692	4	3	4	0	4	3	2.333333333	1.527525232	2	3
2537	trip_advisor	BA would not help us as we had booked with a travel agent.	2	0	2	2	3	0	3	2	2.5	0.7071067812	2	2	2.5	0.7071067812	3	2
2538	ubuntu	when try to play dvd's whith xine I get the next errors.	2	0	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
2540	airline	Are my expectations unreasonable (do not overcharge for services, replay to complaint emails)????	1.666666667	0.5773502692	2	3	2.333333333	0.5773502692	2	3	2.333333333	1.154700538	2	3	3.666666667	1.154700538	4	3
2541	ubuntu	FLOSS works on pretty much everything, but trying to run windows codecs and stuff won't work without either a 32bit chroot on an x86-64 system or qemu userspace emulation on other architectures	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
2542	trip_advisor	I know that I get the Virgin baggage allowance (23Kg) on the Aer Lingus flight, however I also want to bring my golf clubs.	2.5	0.7071067812	2	2	3	0	3	2	3.5	0.7071067812	4	2	1.5	0.7071067812	2	2
2543	asapp	Can I have your phone number for the manager to reach out to you?	2.5	0.7071067812	2	2	3.5	0.7071067812	4	2	3	0	3	2	1	0	1	2
2544	trip_advisor	This is in today's Dail Mail - the EU say passports are valid up to the date of expiry but EasyJEt are imposing their own rules, one person has already been refused flying....	2	0	2	2	3	0	3	2	2.5	0.7071067812	2	2	2.5	0.7071067812	3	2
2545	airline	Seat Selection: This was done online as well and it was simple.	4	0	4	2	3	0	3	2	3.5	0.7071067812	4	2	2	0	2	2
2546	trip_advisor	A place for everything and everything in its place is a very wise saying.	3.5	0.7071067812	4	2	3	0	3	2	3	0	3	2	2.5	0.7071067812	3	2
2547	trip_advisor	The moral of the story use yoru mastercard as I did and dispute the transaction on return then they wil actually listen as the Booking was made from the UK our rules apply regardless of the lack of clarity on the Airasia site so I will update the outcome, for me its not about the £20 its more about the priciple now so fight on ;)	2.5	0.7071067812	2	2	3	0	3	2	2.5	0.7071067812	2	2	3.5	0.7071067812	4	2
2548	trip_advisor	from London to San Francisco in august with I would fly economy plus but not sure I can do this as kuoni said the only upgrade would be to business.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
2549	asapp	The current monnth however you are responsible for the full period but will also recieve the full benefits of the subscription for that period.	3	0	3	2	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	1	0	1	2
2550	yahoo	For example, the colon is used after the salutation in formal letters.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2551	twitter	please follow and message dm your record locator we would like look into this further	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1.5	0.7071067812	2	2
2552	twitter	why is other category using half the storage support apple ipad ios11	2	0	2	2	2.5	0.7071067812	2	2	2.5	0.7071067812	2	2	2	0	2	2
2553	yahoo	If I change a job, and roll my 401k into an IRA, can I then take money out of the IRA to fund my childrens education without the penalty?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2554	asapp	Can you please try logging out of your account and logging back in?	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1.5	0.7071067812	2	2
2555	asapp	After it's been shipped we technically will just have you return the order instead of refunding it	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2556	air_customer	Her consumer rights would be under governed by Australian law.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
2557	airline	The only logical reason I can see would be if the UK is not considered part of Europe and falls into the "For all other international flights" at the bottom of the chart.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1	0	1	2
2558	twitter	hi we are unable to advise on visa issues you may contact the immigration or embassy on this thanks ed	2.666666667	0.5773502692	3	3	3	1	3	3	2.666666667	0.5773502692	3	3	1.666666667	0.5773502692	2	3
2560	ubuntu	everytime i download something in the web... i encounter some parameters like add/remove programs... y, what should i do w/ that?	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
2561	twitter	to deactivate the messages kindly dial 100okgtmy subscriptionsgtmarketing messagesgtdeactivate marketing messages	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2562	yahoo	Why didn't anyone send more buses to the Superdome earlier?	2	0	2	2	3	0	3	2	3	0	3	2	2	0	2	2
2563	twitter	hey there we would like to look into this please message dm us the phone number on your account so we can assist you further	3.5	0.7071067812	4	2	4.5	0.7071067812	5	2	4	0	4	2	1.5	0.7071067812	2	2
2564	trip_advisor	Also, how is Korean Airlines is a carrier vs. Asiana?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2565	trip_advisor	We'll so how everything goes today and until we get home, but for now I'm very impressed with the individual staff, but not happy at all with Icelandair itself.	2.666666667	1.154700538	3	3	3	1	3	3	2.333333333	0.5773502692	2	3	3	1	3	3
2566	twitter	could you post about this on and send us the link we will share it with our engineers to better assist	3.5	0.7071067812	4	2	4	0	4	2	4	0	4	2	1.5	0.7071067812	2	2
2567	twitter	parts of india we will take your feedback and try to improve 22	3	0	3	2	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	1.5	0.7071067812	2	2
2568	yahoo	During yawning, intellectual activity stops and for a moment we cannot think.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2569	asapp	Would you like to do the return by mail or in store/at a drop-off center?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2570	yahoo	If you don't have a handicap higher lower than 10 or are playing super hard and fast greens does it make a difference in performance to use exepnsive 2,3 or 4 layer urethane golf balls instead of cheaper ones?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2571	ubuntu	Let's say the command is foo, then create a group called «foousers» (or whatever you like really), make the executable be owned by that group, and then set the permissions so that only the owner and group owner can run it.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
2572	asapp	I will have to provide you with a new password can you tell me your pin # or the answer to your security question?	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1	0	1	2
2573	trip_advisor	They`re not the lightest in the world but built like tanks, plastic tanks I grant you, but tanks none the less.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
2574	air_customer	I have a lot of time available for layover, but was wondering how far is it from the arriving flight to the departing flight, because my wife has some issues with walking, and we may need a wheelchair.	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1.5	0.7071067812	2	2
2575	asapp	so membership lasts for the remainder of the calendar year when you received it	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1	0	1	2
2576	twitter	ios 11 est une catastrophe sur mon iphone 6 plus ios1102 na absolument rgl aucun bug a quand un retour la normal	3	0	3	2	3	0	3	2	3	0	3	2	2	1.414213562	2	2
2578	airline	Hello, I am booked on the British Airways 787 London-Austin direct in July.	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1	0	1	2
